TransactionNumber,IsFraud
2995,1
2996,0
2997,1
2998,1
2999,1
3000,1
3001,0
3002,1
3003,0
3004,0
3005,0
3006,1
3007,0
3008,1
3009,1
3010,1
3011,0
3012,0
3013,0
3014,0
3015,1
3016,0
3017,1
3018,1
3019,1
3020,0
3021,1
3022,0
3023,0
3024,1
3025,0
3026,0
3027,1
3028,0
3029,0
3030,0
3031,1
3032,0
3033,1
3034,0
3035,1
3036,0
3037,1
3038,1
3039,1
3040,0
3041,1
3042,1
3043,0
3044,0
3045,0
3046,1
3047,1
3048,0
3049,1
3050,1
3051,1
3052,1
3053,0
3054,0
3055,1
3056,1
3057,1
3058,1
3059,1
3060,0
3061,0
3062,0
3063,0
3064,1
3065,0
3066,1
3067,0
3068,1
3069,1
3070,1
3071,0
3072,1
3073,0
3074,1
3075,0
3076,1
3077,1
3078,1
3079,1
3080,1
3081,1
3082,1
3083,0
3084,1
3085,1
3086,0
3087,1
3088,0
3089,0
3090,0
3091,1
3092,0
3093,1
3094,0
3095,1
3096,1
3097,1
3098,0
3099,0
3100,0
3101,1
3102,0
3103,0
3104,1
3105,0
3106,1
3107,1
3108,0
3109,0
3110,1
3111,0
3112,0
3113,0
3114,0
3115,1
3116,1
3117,0
3118,1
3119,0
3120,0
3121,0
3122,1
3123,0
3124,1
3125,1
3126,1
3127,0
3128,0
3129,1
3130,0
3131,0
3132,0
3133,1
3134,0
3135,1
3136,0
3137,1
3138,0
3139,0
3140,0
3141,0
3142,1
3143,1
3144,0
3145,0
3146,1
3147,0
3148,1
3149,1
3150,1
3151,1
3152,0
3153,1
3154,1
3155,0
3156,0
3157,0
3158,1
3159,1
3160,0
3161,0
3162,0
3163,0
3164,1
3165,1
3166,0
3167,0
3168,1
3169,0
3170,0
3171,1
3172,0
3173,0
3174,1
3175,1
3176,1
3177,0
3178,0
3179,1
3180,0
3181,0
3182,0
3183,1
3184,0
3185,1
3186,0
3187,1
3188,0
3189,1
3190,0
3191,0
3192,0
3193,0
3194,0
3195,1
3196,1
3197,1
3198,1
3199,1
3200,0
3201,0
3202,0
3203,1
3204,0
3205,0
3206,1
3207,0
3208,0
3209,1
3210,0
3211,1
3212,1
3213,0
3214,0
3215,1
3216,1
3217,1
3218,1
3219,0
3220,1
3221,0
3222,1
3223,0
3224,0
3225,0
3226,0
3227,0
3228,1
3229,1
3230,1
3231,0
3232,1
3233,1
3234,0
3235,0
3236,0
3237,1
3238,1
3239,1
3240,0
3241,0
3242,1
3243,1
3244,1
3245,1
3246,1
3247,1
3248,1
3249,0
3250,0
3251,1
3252,0
3253,1
3254,1
3255,1
3256,0
3257,0
3258,1
3259,1
3260,0
3261,0
3262,0
3263,0
3264,0
3265,0
3266,0
3267,0
3268,1
3269,1
3270,1
3271,1
3272,1
3273,1
3274,1
3275,1
3276,0
3277,0
3278,0
3279,0
3280,1
3281,1
3282,0
3283,1
3284,1
3285,1
3286,0
3287,1
3288,1
3289,1
3290,0
3291,0
3292,1
3293,0
3294,1
3295,0
3296,1
3297,1
3298,0
3299,1
3300,0
3301,0
3302,1
3303,0
3304,0
3305,1
3306,0
3307,0
3308,1
3309,0
3310,1
3311,1
3312,0
3313,1
3314,0
3315,0
3316,0
3317,1
3318,1
3319,0
3320,1
3321,0
3322,0
3323,0
3324,0
3325,1
3326,1
3327,1
3328,1
3329,1
3330,0
3331,0
3332,0
3333,0
3334,0
3335,1
3336,1
3337,1
3338,0
3339,0
3340,1
3341,0
3342,0
3343,0
3344,1
3345,0
3346,0
3347,0
3348,1
3349,0
3350,0
3351,1
3352,0
3353,0
3354,1
3355,0
3356,0
3357,1
3358,0
3359,1
3360,1
3361,1
3362,1
3363,1
3364,1
3365,0
3366,0
3367,1
3368,0
3369,1
3370,0
3371,1
3372,0
3373,1
3374,1
3375,1
3376,0
3377,0
3378,0
3379,1
3380,1
3381,0
3382,0
3383,1
3384,1
3385,0
3386,0
3387,0
3388,1
3389,1
3390,0
3391,1
3392,1
3393,0
3394,1
3395,0
3396,0
3397,0
3398,0
3399,1
3400,1
3401,0
3402,1
3403,0
3404,1
3405,1
3406,1
3407,0
3408,0
3409,1
3410,1
3411,1
3412,1
3413,0
3414,1
3415,0
3416,0
3417,0
3418,0
3419,1
3420,1
3421,1
3422,1
3423,1
3424,0
3425,0
3426,0
3427,0
3428,0
3429,1
3430,0
3431,1
3432,0
3433,0
3434,0
3435,1
3436,0
3437,0
3438,0
3439,1
3440,0
3441,1
3442,0
3443,1
3444,0
3445,1
3446,1
3447,1
3448,0
3449,0
3450,0
3451,1
3452,1
3453,0
3454,0
3455,0
3456,0
3457,1
3458,0
3459,0
3460,0
3461,0
3462,0
3463,0
3464,1
3465,1
3466,0
3467,1
3468,0
3469,0
3470,1
3471,1
3472,0
3473,1
3474,0
3475,1
3476,0
3477,0
3478,1
3479,1
3480,0
3481,1
3482,0
3483,1
3484,0
3485,1
3486,0
3487,0
3488,0
3489,0
3490,0
3491,0
3492,0
3493,1
3494,1
3495,1
3496,0
3497,0
3498,1
3499,1
3500,0
3501,0
3502,0
3503,0
3504,0
3505,1
3506,0
3507,1
3508,1
3509,0
3510,1
3511,1
3512,1
3513,0
3514,0
3515,1
3516,0
3517,1
3518,0
3519,1
3520,0
3521,0
3522,1
3523,0
3524,1
3525,1
3526,1
3527,0
3528,0
3529,0
3530,0
3531,0
3532,1
3533,1
3534,1
3535,0
3536,1
3537,0
3538,0
3539,1
3540,0
3541,0
3542,0
3543,1
3544,0
3545,1
3546,0
3547,0
3548,1
3549,1
3550,1
3551,1
3552,0
3553,1
3554,1
3555,1
3556,0
3557,1
3558,0
3559,0
3560,0
3561,0
3562,1
3563,1
3564,1
3565,1
3566,0
3567,1
3568,1
3569,0
3570,0
3571,1
3572,0
3573,0
3574,1
3575,1
3576,1
3577,1
3578,1
3579,1
3580,1
3581,0
3582,1
3583,1
3584,1
3585,0
3586,0
3587,1
3588,0
3589,0
3590,0
3591,1
3592,0
3593,1
3594,0
3595,1
3596,1
3597,0
3598,1
3599,1
3600,0
3601,1
3602,1
3603,1
3604,1
3605,1
3606,1
3607,1
3608,0
3609,0
3610,1
3611,1
3612,0
3613,0
3614,1
3615,1
3616,0
3617,0
3618,0
3619,0
3620,0
3621,1
3622,1
3623,1
3624,1
3625,0
3626,0
3627,0
3628,0
3629,0
3630,0
3631,0
3632,0
3633,1
3634,0
3635,1
3636,0
3637,1
3638,0
3639,0
3640,0
3641,0
3642,1
3643,1
3644,0
3645,0
3646,0
3647,1
3648,1
3649,1
3650,1
3651,0
3652,0
3653,1
3654,0
3655,1
3656,0
3657,0
3658,1
3659,0
3660,0
3661,0
3662,1
3663,0
3664,0
3665,0
3666,0
3667,0
3668,1
3669,0
3670,0
3671,0
3672,0
3673,1
3674,1
3675,0
3676,1
3677,0
3678,1
3679,0
3680,1
3681,0
3682,0
3683,0
3684,0
3685,0
3686,1
3687,0
3688,1
3689,1
3690,0
3691,0
3692,1
3693,0
3694,1
3695,0
3696,0
3697,1
3698,0
3699,0
3700,0
3701,1
3702,1
3703,1
3704,0
3705,1
3706,1
3707,0
3708,0
3709,0
3710,0
3711,1
3712,1
3713,1
3714,0
3715,1
3716,0
3717,1
3718,0
3719,1
3720,1
3721,0
3722,0
3723,1
3724,0
3725,1
3726,1
3727,0
3728,1
3729,1
3730,1
3731,1
3732,0
3733,0
3734,0
3735,0
3736,1
3737,0
3738,0
3739,1
3740,1
3741,1
3742,1
3743,0
3744,0
3745,1
3746,1
3747,0
3748,0
3749,1
3750,0
3751,1
3752,0
3753,1
3754,0
3755,1
3756,1
3757,1
3758,0
3759,0
3760,0
3761,0
3762,1
3763,0
3764,1
3765,0
3766,1
3767,1
3768,0
3769,1
3770,1
3771,0
3772,1
3773,1
3774,1
3775,0
3776,1
3777,1
3778,1
3779,0
3780,0
3781,0
3782,0
3783,1
3784,1
3785,0
3786,1
3787,0
3788,1
3789,0
3790,1
3791,1
3792,1
3793,1
3794,1
3795,0
3796,1
3797,1
3798,0
3799,1
3800,1
3801,1
3802,1
3803,1
3804,0
3805,0
3806,1
3807,0
3808,0
3809,1
3810,1
3811,0
3812,1
3813,0
3814,1
3815,1
3816,0
3817,1
3818,0
3819,1
3820,0
3821,0
3822,0
3823,0
3824,0
3825,0
3826,1
3827,1
3828,1
3829,1
3830,0
3831,0
3832,0
3833,1
3834,0
3835,0
3836,0
3837,0
3838,1
3839,1
3840,1
3841,0
3842,0
3843,0
3844,0
3845,1
3846,0
3847,0
3848,0
3849,1
3850,0
3851,0
3852,1
3853,0
3854,0
3855,0
3856,0
3857,1
3858,1
3859,0
3860,0
3861,1
3862,1
3863,0
3864,1
3865,1
3866,0
3867,1
3868,1
3869,1
3870,0
3871,0
3872,1
3873,0
3874,0
3875,0
3876,1
3877,1
3878,1
3879,0
3880,1
3881,0
3882,0
3883,1
3884,0
3885,1
3886,0
3887,1
3888,0
3889,0
3890,0
3891,1
3892,0
3893,1
3894,1
3895,1
3896,1
3897,0
3898,1
3899,0
3900,0
3901,0
3902,1
3903,1
3904,1
3905,0
3906,0
3907,0
3908,0
3909,1
3910,0
3911,0
3912,0
3913,1
3914,1
3915,1
3916,1
3917,0
3918,1
3919,0
3920,0
3921,1
3922,1
3923,0
3924,0
3925,0
3926,0
3927,1
3928,0
3929,1
3930,0
3931,1
3932,0
3933,0
3934,0
3935,1
3936,0
3937,1
3938,0
3939,0
3940,0
3941,1
3942,0
3943,1
3944,0
3945,0
3946,0
3947,1
3948,0
3949,0
3950,1
3951,1
3952,0
3953,0
3954,0
3955,1
3956,1
3957,1
3958,1
3959,0
3960,1
3961,0
3962,1
3963,0
3964,1
3965,0
3966,1
3967,0
3968,1
3969,0
3970,1
3971,0
3972,1
3973,1
3974,0
3975,1
3976,0
3977,0
3978,0
3979,0
3980,0
3981,0
3982,0
3983,0
3984,0
3985,0
3986,1
3987,1
3988,1
3989,0
3990,0
3991,0
3992,0
3993,1
3994,1
3995,0
3996,1
3997,0
3998,0
3999,1
4000,1
4001,1
4002,0
4003,0
4004,0
4005,1
4006,0
4007,0
4008,1
4009,1
4010,1
4011,0
4012,0
4013,0
4014,1
4015,1
4016,1
4017,1
4018,0
4019,1
4020,1
4021,1
4022,1
4023,1
4024,0
4025,1
4026,1
4027,0
4028,1
4029,0
4030,1
4031,1
4032,0
4033,0
4034,0
4035,1
4036,1
4037,0
4038,1
4039,1
4040,1
4041,1
4042,0
4043,1
4044,0
4045,1
4046,1
4047,0
4048,1
4049,0
4050,1
4051,0
4052,1
4053,0
4054,0
4055,1
4056,1
4057,0
4058,1
4059,0
4060,0
4061,0
4062,0
4063,0
4064,1
4065,1
4066,1
4067,1
4068,1
4069,0
4070,1
4071,0
4072,0
4073,0
4074,1
4075,0
4076,0
4077,1
4078,1
4079,1
4080,0
4081,0
4082,0
4083,0
4084,0
4085,1
4086,1
4087,0
4088,1
4089,1
4090,0
4091,0
4092,0
4093,0
4094,1
4095,0
4096,1
4097,0
4098,1
4099,0
4100,1
4101,0
4102,1
4103,0
4104,0
4105,1
4106,0
4107,0
4108,0
4109,1
4110,1
4111,1
4112,0
4113,0
4114,1
4115,1
4116,1
4117,0
4118,0
4119,0
4120,0
4121,0
4122,1
4123,0
4124,1
4125,0
4126,0
4127,1
4128,1
4129,1
4130,1
4131,1
4132,0
4133,0
4134,1
4135,1
4136,0
4137,1
4138,0
4139,1
4140,0
4141,1
4142,1
4143,0
4144,1
4145,0
4146,1
4147,0
4148,0
4149,0
4150,0
4151,1
4152,1
4153,1
4154,1
4155,0
4156,0
4157,0
4158,0
4159,0
4160,0
4161,1
4162,1
4163,0
4164,0
4165,0
4166,0
4167,1
4168,0
4169,1
4170,1
4171,1
4172,1
4173,1
4174,0
4175,0
4176,0
4177,1
4178,1
4179,1
4180,0
4181,0
4182,1
4183,0
4184,0
4185,1
4186,1
4187,0
4188,1
4189,0
4190,1
4191,1
4192,0
4193,1
4194,1
4195,0
4196,0
4197,1
4198,1
4199,1
4200,0
4201,0
4202,1
4203,1
4204,1
4205,1
4206,1
4207,0
4208,0
4209,0
4210,1
4211,0
4212,0
4213,1
4214,1
4215,1
4216,1
4217,1
4218,0
4219,1
4220,0
4221,1
4222,1
4223,1
4224,0
4225,1
4226,0
4227,0
4228,1
4229,1
4230,1
4231,1
4232,0
4233,0
4234,1
4235,0
4236,0
4237,0
4238,1
4239,1
4240,0
4241,0
4242,1
4243,1
4244,1
4245,0
4246,0
4247,0
4248,0
4249,0
4250,0
4251,1
4252,1
4253,1
4254,1
4255,1
4256,1
4257,1
4258,1
4259,0
4260,1
4261,0
4262,0
4263,1
4264,0
4265,0
4266,0
4267,1
4268,0
4269,1
4270,0
4271,0
4272,1
4273,0
4274,0
4275,1
4276,0
4277,0
4278,1
4279,0
4280,0
4281,1
4282,0
4283,1
4284,1
4285,1
4286,1
4287,1
4288,1
4289,1
4290,1
4291,0
4292,1
4293,0
4294,1
4295,0
4296,1
4297,1
4298,1
4299,0
4300,0
4301,0
4302,1
4303,1
4304,1
4305,1
4306,1
4307,1
4308,0
4309,0
4310,1
4311,1
4312,1
4313,0
4314,1
4315,1
4316,0
4317,1
4318,1
4319,0
4320,1
4321,0
4322,0
4323,0
4324,0
4325,0
4326,1
4327,1
4328,0
4329,0
4330,0
4331,1
4332,0
4333,1
4334,0
4335,0
4336,0
4337,0
4338,0
4339,0
4340,1
4341,1
4342,0
4343,0
4344,0
4345,1
4346,0
4347,0
4348,1
4349,1
4350,1
4351,0
4352,1
4353,1
4354,0
4355,1
4356,0
4357,0
4358,0
4359,1
4360,1
4361,1
4362,0
4363,0
4364,1
4365,1
4366,0
4367,1
4368,1
4369,1
4370,1
4371,1
4372,1
4373,0
4374,0
4375,1
4376,0
4377,1
4378,0
4379,1
4380,0
4381,1
4382,1
4383,1
4384,1
4385,1
4386,1
4387,1
4388,1
4389,1
4390,1
4391,0
4392,0
4393,0
4394,0
4395,0
4396,0
4397,0
4398,0
4399,1
4400,1
4401,1
4402,1
4403,1
4404,1
4405,1
4406,1
4407,1
4408,1
4409,0
4410,1
4411,1
4412,0
4413,0
4414,0
4415,0
4416,0
4417,1
4418,0
4419,1
4420,0
4421,0
4422,0
4423,1
4424,1
4425,0
4426,1
4427,1
4428,0
4429,1
4430,0
4431,1
4432,0
4433,1
4434,0
4435,1
4436,0
4437,0
4438,0
4439,1
4440,0
4441,0
4442,1
4443,0
4444,0
4445,0
4446,0
4447,0
4448,0
4449,0
4450,1
4451,1
4452,1
4453,1
4454,0
4455,1
4456,0
4457,0
4458,0
4459,0
4460,0
4461,0
4462,0
4463,0
4464,1
4465,0
4466,0
4467,1
4468,0
4469,0
4470,0
4471,0
4472,0
4473,1
4474,0
4475,1
4476,0
4477,1
4478,1
4479,0
4480,0
4481,1
4482,1
4483,0
4484,1
4485,1
4486,0
4487,0
4488,1
4489,1
4490,0
4491,1
4492,1
4493,1
4494,0
4495,1
4496,0
4497,0
4498,1
4499,0
4500,0
4501,0
4502,1
4503,1
4504,0
4505,0
4506,1
4507,0
4508,0
4509,1
4510,0
4511,1
4512,1
4513,1
4514,1
4515,1
4516,1
4517,1
4518,0
4519,0
4520,1
4521,1
4522,1
4523,1
4524,1
4525,0
4526,0
4527,1
4528,0
4529,1
4530,1
4531,0
4532,0
4533,1
4534,0
4535,0
4536,1
4537,1
4538,0
4539,0
4540,1
4541,1
4542,1
4543,0
4544,1
4545,0
4546,0
4547,1
4548,1
4549,0
4550,1
4551,1
4552,1
4553,1
4554,0
4555,0
4556,1
4557,0
4558,0
4559,0
4560,1
4561,1
4562,0
4563,1
4564,1
4565,1
4566,0
4567,1
4568,1
4569,1
4570,1
4571,0
4572,0
4573,1
4574,0
4575,1
4576,0
4577,1
4578,0
4579,1
4580,1
4581,0
4582,1
4583,0
4584,0
4585,1
4586,1
4587,0
4588,1
4589,1
4590,1
4591,0
4592,0
4593,0
4594,0
4595,1
4596,1
4597,0
4598,1
4599,0
4600,0
4601,1
4602,1
4603,0
4604,1
4605,0
4606,0
4607,0
4608,0
4609,1
4610,0
4611,0
4612,1
4613,1
4614,0
4615,0
4616,1
4617,1
4618,0
4619,1
4620,1
4621,1
4622,0
4623,0
4624,1
4625,1
4626,0
4627,1
4628,0
4629,1
4630,1
4631,0
4632,1
4633,0
4634,1
4635,0
4636,1
4637,0
4638,0
4639,1
4640,1
4641,1
4642,0
4643,1
4644,0
4645,0
4646,0
4647,1
4648,1
4649,0
4650,1
4651,0
4652,0
4653,1
4654,0
4655,1
4656,0
4657,1
4658,1
4659,0
4660,0
4661,1
4662,0
4663,0
4664,1
4665,1
4666,1
4667,0
4668,0
4669,0
4670,1
4671,0
4672,1
4673,0
4674,1
4675,0
4676,0
4677,1
4678,0
4679,1
4680,1
4681,1
4682,0
4683,0
4684,0
4685,1
4686,1
4687,1
4688,0
4689,1
4690,1
4691,0
4692,1
4693,0
4694,0
4695,0
4696,1
4697,0
4698,1
4699,0
4700,1
4701,0
4702,1
4703,1
4704,1
4705,1
4706,1
4707,1
4708,0
4709,1
4710,0
4711,0
4712,1
4713,1
4714,0
4715,0
4716,0
4717,0
4718,0
4719,0
4720,0
4721,1
4722,0
4723,0
4724,1
4725,0
4726,1
4727,0
4728,1
4729,1
4730,0
4731,1
4732,0
4733,1
4734,0
4735,1
4736,0
4737,1
4738,0
4739,1
4740,0
4741,1
4742,0
4743,0
4744,0
4745,1
4746,1
4747,1
4748,1
4749,1
4750,0
4751,0
4752,0
4753,1
4754,0
4755,0
4756,1
4757,1
4758,1
4759,1
4760,0
4761,1
4762,1
4763,0
4764,1
4765,0
4766,0
4767,0
4768,0
4769,1
4770,0
4771,0
4772,0
4773,1
4774,1
4775,0
4776,1
4777,0
4778,0
4779,1
4780,1
4781,0
4782,1
4783,0
4784,0
4785,0
4786,1
4787,1
4788,1
4789,1
4790,1
4791,1
4792,0
4793,1
4794,1
4795,1
4796,1
4797,0
4798,1
4799,1
4800,0
4801,1
4802,0
4803,1
4804,1
4805,1
4806,0
4807,1
4808,0
4809,1
4810,1
4811,1
4812,1
4813,0
4814,1
4815,1
4816,0
4817,0
4818,1
4819,0
4820,0
4821,0
4822,0
4823,0
4824,1
4825,0
4826,1
4827,0
4828,1
4829,1
4830,1
4831,1
4832,1
4833,1
4834,0
4835,1
4836,1
4837,1
4838,1
4839,1
4840,0
4841,0
4842,0
4843,0
4844,0
4845,1
4846,1
4847,0
4848,0
4849,1
4850,0
4851,0
4852,0
4853,1
4854,1
4855,1
4856,1
4857,0
4858,1
4859,0
4860,0
4861,0
4862,1
4863,1
4864,1
4865,0
4866,1
4867,0
4868,1
4869,1
4870,0
4871,0
4872,0
4873,0
4874,1
4875,0
4876,0
4877,1
4878,0
4879,0
4880,1
4881,1
4882,1
4883,1
4884,0
4885,0
4886,1
4887,0
4888,0
4889,0
4890,1
4891,0
4892,1
4893,0
4894,0
4895,1
4896,0
4897,1
4898,0
4899,1
4900,0
4901,0
4902,1
4903,1
4904,0
4905,0
4906,0
4907,0
4908,0
4909,0
4910,0
4911,1
4912,0
4913,0
4914,0
4915,0
4916,0
4917,1
4918,1
4919,1
4920,1
4921,0
4922,1
4923,1
4924,1
4925,0
4926,1
4927,1
4928,0
4929,0
4930,0
4931,1
4932,1
4933,0
4934,0
4935,0
4936,0
4937,0
4938,1
4939,1
4940,0
4941,0
4942,1
4943,1
4944,1
4945,0
4946,1
4947,0
4948,1
4949,1
4950,1
4951,1
4952,0
4953,1
4954,0
4955,0
4956,0
4957,1
4958,0
4959,0
4960,0
4961,0
4962,1
4963,0
4964,1
4965,1
4966,0
4967,1
4968,0
4969,1
4970,0
4971,1
4972,1
4973,1
4974,1
4975,0
4976,1
4977,1
4978,1
4979,0
4980,1
4981,0
4982,0
4983,1
4984,0
4985,1
4986,1
4987,1
4988,1
4989,0
4990,1
4991,0
4992,1
4993,1
4994,1
4995,1
4996,0
4997,0
4998,0
4999,0
5000,0
5001,0
5002,1
5003,1
5004,1
5005,1
5006,0
5007,0
5008,1
5009,0
5010,1
5011,1
5012,0
5013,1
5014,0
5015,1
5016,0
5017,0
5018,0
5019,1
5020,0
5021,0
5022,1
5023,1
5024,0
5025,1
5026,1
5027,1
5028,1
5029,1
5030,0
5031,1
5032,0
5033,1
5034,1
5035,1
5036,0
5037,1
5038,0
5039,1
5040,1
5041,0
5042,1
5043,0
5044,1
5045,1
5046,1
5047,1
5048,1
5049,0
5050,0
5051,1
5052,0
5053,1
5054,0
5055,1
5056,0
5057,0
5058,0
5059,0
5060,1
5061,1
5062,0
5063,0
5064,0
5065,0
5066,1
5067,0
5068,0
5069,1
5070,1
5071,1
5072,1
5073,0
5074,0
5075,0
5076,0
5077,1
5078,1
5079,1
5080,0
5081,0
5082,0
5083,1
5084,1
5085,1
5086,0
5087,1
5088,1
5089,1
5090,0
5091,0
5092,0
5093,1
5094,0
5095,0
5096,0
5097,0
5098,0
5099,1
5100,0
5101,0
5102,0
5103,0
5104,1
5105,1
5106,0
5107,0
5108,1
5109,1
5110,0
5111,1
5112,1
5113,0
5114,1
5115,0
5116,1
5117,1
5118,1
5119,0
5120,1
5121,1
5122,1
5123,0
5124,0
5125,1
5126,0
5127,0
5128,0
5129,0
5130,0
5131,1
5132,0
5133,1
5134,1
5135,0
5136,0
5137,0
5138,0
5139,0
5140,1
5141,1
5142,1
5143,1
5144,1
5145,0
5146,1
5147,0
5148,1
5149,0
5150,1
5151,1
5152,1
5153,1
5154,1
5155,1
5156,1
5157,0
5158,1
5159,0
5160,0
5161,0
5162,0
5163,0
5164,1
5165,1
5166,0
5167,0
5168,1
5169,0
5170,0
5171,1
5172,1
5173,0
5174,0
5175,1
5176,1
5177,0
5178,0
5179,0
5180,0
5181,0
5182,1
5183,0
5184,0
5185,0
5186,0
5187,0
5188,1
5189,1
5190,0
5191,1
5192,1
5193,0
5194,1
5195,1
5196,1
5197,0
5198,0
5199,1
5200,1
5201,0
5202,1
5203,0
5204,1
5205,1
5206,1
5207,1
5208,0
5209,0
5210,0
5211,1
5212,1
5213,0
5214,0
5215,1
5216,1
5217,0
5218,0
5219,1
5220,1
5221,1
5222,1
5223,0
5224,0
5225,1
5226,1
5227,0
5228,1
5229,1
5230,1
5231,1
5232,0
5233,0
5234,0
5235,0
5236,1
5237,1
5238,0
5239,1
5240,1
5241,0
5242,0
5243,1
5244,0
5245,1
5246,1
5247,1
5248,0
5249,1
5250,0
5251,0
5252,0
5253,0
5254,0
5255,1
5256,1
5257,1
5258,1
5259,1
5260,0
5261,1
5262,1
5263,0
5264,1
5265,0
5266,0
5267,1
5268,1
5269,0
5270,0
5271,0
5272,0
5273,1
5274,0
5275,0
5276,0
5277,1
5278,0
5279,1
5280,1
5281,0
5282,0
5283,1
5284,0
5285,1
5286,0
5287,1
5288,0
5289,1
5290,1
5291,0
5292,0
5293,1
5294,0
5295,1
5296,0
5297,1
5298,0
5299,0
5300,0
5301,1
5302,0
5303,1
5304,0
5305,1
5306,0
5307,0
5308,0
5309,0
5310,1
5311,0
5312,0
5313,0
5314,1
5315,0
5316,1
5317,1
5318,0
5319,0
5320,0
5321,1
5322,1
5323,0
5324,0
5325,1
5326,0
5327,0
5328,1
5329,1
5330,0
5331,0
5332,0
5333,1
5334,1
5335,0
5336,1
5337,0
5338,1
5339,1
5340,1
5341,1
5342,1
5343,0
5344,0
5345,1
5346,1
5347,1
5348,0
5349,1
5350,0
5351,1
5352,0
5353,1
5354,0
5355,1
5356,1
5357,0
5358,0
5359,0
5360,1
5361,0
5362,1
5363,1
5364,0
5365,0
5366,0
5367,0
5368,0
5369,1
5370,0
5371,1
5372,1
5373,1
5374,1
5375,0
5376,0
5377,1
5378,0
5379,1
5380,0
5381,1
5382,1
5383,0
5384,1
5385,0
5386,1
5387,1
5388,0
5389,0
5390,0
5391,0
5392,1
5393,0
5394,1
5395,0
5396,0
5397,0
5398,0
5399,0
5400,0
5401,1
5402,1
5403,0
5404,1
5405,1
5406,1
5407,0
5408,0
5409,0
5410,1
5411,0
5412,0
5413,0
5414,1
5415,0
5416,0
5417,1
5418,0
5419,1
5420,0
5421,0
5422,1
5423,1
5424,0
5425,1
5426,0
5427,0
5428,1
5429,1
5430,0
5431,1
5432,1
5433,0
5434,0
5435,0
5436,0
5437,1
5438,0
5439,1
5440,1
5441,0
5442,1
5443,1
5444,0
5445,0
5446,0
5447,0
5448,0
5449,1
5450,1
5451,0
5452,1
5453,0
5454,1
5455,0
5456,1
5457,1
5458,0
5459,0
5460,1
5461,0
5462,0
5463,1
5464,0
5465,0
5466,0
5467,1
5468,1
5469,1
5470,0
5471,1
5472,0
5473,0
5474,0
5475,1
5476,1
5477,1
5478,1
5479,0
5480,0
5481,1
5482,1
5483,0
5484,1
5485,0
5486,0
5487,0
5488,0
5489,1
5490,0
5491,0
5492,0
5493,0
5494,0
5495,0
5496,0
5497,0
5498,0
5499,0
5500,1
5501,1
5502,1
5503,1
5504,1
5505,0
5506,1
5507,1
5508,0
5509,0
5510,1
5511,0
5512,1
5513,1
5514,1
5515,1
5516,0
5517,1
5518,0
5519,0
5520,0
5521,0
5522,0
5523,0
5524,0
5525,0
5526,0
5527,0
5528,1
5529,1
5530,0
5531,0
5532,0
5533,1
5534,0
5535,1
5536,0
5537,0
5538,1
5539,1
5540,0
5541,0
5542,1
5543,1
5544,1
5545,1
5546,1
5547,0
5548,1
5549,1
5550,1
5551,1
5552,1
5553,0
5554,0
5555,0
5556,0
5557,1
5558,1
5559,1
5560,1
5561,0
5562,0
5563,0
5564,0
5565,0
5566,1
5567,0
5568,1
5569,1
5570,1
5571,1
5572,1
5573,0
5574,0
5575,1
5576,1
5577,1
5578,0
5579,0
5580,0
5581,1
5582,0
5583,1
5584,1
5585,0
5586,1
5587,1
5588,0
5589,0
5590,0
5591,1
5592,0
5593,0
5594,0
5595,0
5596,1
5597,0
5598,1
5599,1
5600,1
5601,1
5602,1
5603,1
5604,0
5605,0
5606,0
5607,1
5608,1
5609,0
5610,1
5611,1
5612,0
5613,1
5614,1
5615,1
5616,0
5617,0
5618,1
5619,0
5620,0
5621,0
5622,1
5623,1
5624,0
5625,0
5626,1
5627,1
5628,0
5629,1
5630,0
5631,1
5632,0
5633,1
5634,0
5635,0
5636,1
5637,1
5638,1
5639,1
5640,1
5641,0
5642,1
5643,1
5644,1
5645,1
5646,0
5647,1
5648,1
5649,0
5650,0
5651,1
5652,0
5653,1
5654,1
5655,0
5656,0
5657,0
5658,0
5659,0
5660,1
5661,1
5662,0
5663,1
5664,1
5665,1
5666,1
5667,0
5668,1
5669,0
5670,1
5671,0
5672,0
5673,0
5674,1
5675,1
5676,0
5677,1
5678,1
5679,1
5680,0
5681,1
5682,0
5683,0
5684,1
5685,0
5686,1
5687,1
5688,1
5689,1
5690,1
5691,1
5692,0
5693,0
5694,1
5695,1
5696,1
5697,1
5698,0
5699,1
5700,0
5701,0
5702,0
5703,1
5704,1
5705,1
5706,1
5707,0
5708,0
5709,1
5710,0
5711,1
5712,0
5713,1
5714,0
5715,0
5716,0
5717,1
5718,0
5719,0
5720,1
5721,0
5722,1
5723,1
5724,1
5725,0
5726,0
5727,1
5728,1
5729,0
5730,1
5731,0
5732,1
5733,1
5734,1
5735,0
5736,1
5737,1
5738,1
5739,0
5740,0
5741,1
5742,0
5743,0
5744,1
5745,0
5746,1
5747,1
5748,1
5749,1
5750,1
5751,1
5752,1
5753,1
5754,1
5755,1
5756,1
5757,1
5758,0
5759,0
5760,0
5761,0
5762,1
5763,1
5764,1
5765,0
5766,1
5767,1
5768,0
5769,0
5770,0
5771,0
5772,0
5773,1
5774,1
5775,0
5776,1
5777,0
5778,0
5779,0
5780,0
5781,1
5782,1
5783,1
5784,1
5785,0
5786,0
5787,0
5788,0
5789,1
5790,0
5791,1
